Author,Duration,Describtion,Likes,Share,Collection,Comment,URL
ÂåÂåÎÄ°¸,6.781s,"³ô±¦£º
       ÎÒÕæµÄºÜ¿ªĞÄÄãÄÜÅãÎÒ£¬ÎÒÄÜÏëµ½ÕâÊÀÉÏ×îÎÂÅ¯µÄÊÂ£¬´ó¸Å¾ÍÊÇÄãÎÒÒÀÙËÔÚÒ»Æğ£¬»¥Ïà¹ØĞÄ£¬»¥ÏàÌåÁÂ£¬»¥ÏàÅã°é¡£
 
        ÎÒÏ²»¶ºÍÄãÔÚÒ»ÆğµÄÃ¿·ÖÃ¿Ãë£¬ÎÒÏ²»¶ÄãµÄÑÛíø£¬Ï²»¶ÄãµÄĞ¦Èİ£¬Ï²»¶¹ØÓÚÄãµÄÒ»ÇĞÒ»ÇĞ£¬Ï²»¶Äã³ÉÁËÎÒÎ¨Ò»µÄÏ°¹ß¡£
 
        ÆäÊµÎÒÒ²²»ÖªµÀÊ²Ã´ÊÇ°®£¬µ«Óöµ½ÄãÖ®ºóÕû¸öÊÀ½ç¶¼±äµÃºÃÌğ¡£ËäÈ»ÎÒ²»ÊÇµÚÒ»¸öÓµ±§ÄãµÄÈË£¬µ«ÎÒÒ»¶¨»á³ÉÎªÄÇ¸öÒ»Ö±Åã°éÄãµÄÈË¡£
 
        ÎÒÏ£ÍûÎÒÃÇÔÚÒ»Æğ¼´Ê¹Ê²Ã´Ò²²»×ö£¬Ê²Ã´Ò²²»Ëµ£¬ÒÀÈ»¾õµÃºÜÊæ·ş¡£ÄãÄÜ¶®ÎÒµÄÏë·¨£¬¶®ÎÒµÄ³ÁÄ¬£¬ÖªµÀÎÒÊÇÒ»¸öÔõÃ´ÑùµÄÈË£¬ËùÒÔĞÅÈÎºÍÒÀÀµÎÒ¡£¶øÎÒ£¬¶®ÄãµÄÎÂÈá£¬¶®ÄãµÄºúÄÖ£¬Ã÷°×ÄãËùÓĞµÄĞ¡Æ¢Æø£¬ËùÒÔ¸ü¼Ó³èÄçºÍÌÛ°®Äã¡£ÎÒÊÇÕæµÄ¡¢ÕæµÄ¡¢ÕæµÄÏëºÍÄãÓĞÒ»¸öºÜ³¤ºÜ³¤µÄÎ´À´£¬ËùÒÔ£¬ÎÒÔÚÅ¬Á¦¡£ 
 
     Ò²ĞíÈ«ÊÀ½ç¶¼ÔÚ½ÌÄã³¤´ó£¬µ«ÎÒÖ»Ï£ÍûÄãÓÀÔ¶×öÎÒµÄ±¦±´¡£ÎÒ²»ÄÜ±£Ö¤²»ÈÇÄãÉúÆø£¬µ«ÎÒÄÜ±£Ö¤¾ø¶ÔÖ»Æ«°®ÓÚÄã¡£¿ÉÄÜÎÒ¿´ÆğÀ´ºÜ°®Íæ£¬ÈÃÄã²»Ì«·ÅĞÄ£¬µ«ÎÒĞÄÀïÓĞÊı£¬ÊôÓÚÄãµÄÎÒÒ»·Ö¶¼²»»á¸ø±ğÈË¡£ÔÚÎÒÕâÀï£¬ÄãÓÀÔ¶¶¼ÊÇÄÇ¸ö¿ÉÒÔ·ÅËÁ×ö×Ô¼ºµÄ±¦£¬ Äã¿ÉÒÔºÍÎÒ·ÖÏí¿ìÀÖ£¬Ò²¿ÉÒÔºÍÎÒ±§Ô¹Î¯Çü£¬ÎÒ¶¼ÈÏÕæÌı×Å£¬²¢ÇÒÎÒÓÀÔ¶Õ¾ÔÚÄãÉí±ß¡£",67993,10628,6566,2775,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6fne9rc77u21rfqdo7g&line=0&file_id=5385c50a8bb1499e9b41053dd8d2c67f&sign=f388d265b4d9197b58aab70d4ddfc696&is_play_url=1&source=PackSourceEnum_FEED
jjyzsyxh,11.563s,#Ğ£Ô° #Ñ§ÉúÊ±´ú ¡°Ã÷Ã÷´ó¼Ò¶¼ÊÇ´©Ğ£·ş£¬ÎÒÈ´×ÜÄÜÔÚÈËÈºÖĞµÚÒ»ÑÛ¿´µ½Äã.¡±@Ä³Ö»Ğ¡ßã,205398,12658,3764,9045,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c62h90bc77ufiksre75g&line=0&file_id=6d9e64bfff764fb6bfac52592a885acd&sign=6b1233a12464a247f94f5da6a2cb4f5d&is_play_url=1&source=PackSourceEnum_FEED
ÃÀÊ½ÀºÇò²¿Âä,12.468s,ÃÀÊ½¿ÛÀº£º¡°¿Õ ÖĞ ·É ĞĞ¡±#ÀºÇò #¿ÛÀº,8213,619,186,264,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6bn8sjc77u56d97t3f0&line=0&file_id=5462ac3723f544c9a06e88882e793015&sign=459a182ffdc57f66ff65bcb93ff18dbf&is_play_url=1&source=PackSourceEnum_FEED
ºÜ¿áºÜ×ÔÓÉ,7.453s,#¶¶Òô´´×÷Õß´ó»áÀ´ÁË #ÉÏÈÈÃÅ #ÕâË­¶¥µÃ×¡°¡ #ºÃ¿´µÄĞ¡½ã½ã @DOU+ÉÏÈÈÃÅ @DOU+Ğ¡ÖúÊÖ,6786,729,180,234,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c659ljjc77u7or56p3r0&line=0&file_id=2706e12d1e6147a8ba713a9d8809e188&sign=4bdc3ad2c1c661adb71c50f32692eb63&is_play_url=1&source=PackSourceEnum_FEED
Ğ¡±±,7.222s,#Î¨ÓĞ±ÄµÏ½âÇ§³î ±ğemoÁË£¬¿´µ½ÕâÄã²»ĞÄ¶¯Âğ£¡,224639,24224,7154,10674,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c67reabc77uf4kbceolg&line=0&file_id=d1b49a2c00fb44ac91db972946f171ce&sign=58b0066253c37e2907154cb9b54588b1&is_play_url=1&source=PackSourceEnum_FEED
ÀºÇòShow-Time,20.154s,¿âÀïÒ»¼Ò³¬Ç¿µÄÈı·Ö»ùÒò£¡×îºóÒ»¸ö²ÅÊÇ¾«Ëè£¡#¿âÀï,177166,3651,4316,1388,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c60j0hjc77uevuqptil0&line=0&file_id=f00333a5a00f4aa9b48aafbee978b96a&sign=618f67b6e622d0ca1e86a6076fe88778&is_play_url=1&source=PackSourceEnum_FEED
Mark??,9.194s,¡°²»ÒªÖÊÒÉÀºÇòÄĞº¢¶ÔÄãµÄÏ²»¶£¬ËµÏ²»¶Äã¾ÍÖ»Ï²»¶Äã¡£¡±#Âí¿ËÎÄ°¸,111704,2756,932,4035,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6ceb43c77u69ohdqf60&line=0&file_id=4fbd22f28f544d5f867fa6c3cd38db1d&sign=dd6d12539b524efbcc60f2b1913d0730&is_play_url=1&source=PackSourceEnum_FEED
ÓĞ¹ÊÊÂµÄÒÕÊõ.,8.335s,¹Ù·½ÌáÊ¾£ºÖ»ÍÆ¼ö¸øÓĞÆ·Î¶µÄÈË.,62370,3594,1415,1971,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6afhijc77ueil676f70&line=0&file_id=72136f000a6d4266b082347880d2456b&sign=f8e94e22c59d4fe6998df222293fc37c&is_play_url=1&source=PackSourceEnum_FEED
Ğ¡²¼¶¡²»ÄÜ³Ô,9.96s,°Ù¹«Àï¼ÓËÙ½öĞèÒ»¸öÈâ¹ŞÍ·??#´óéÙÎªÖØ,1237802,186794,13134,87551,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c5tu8pjc77u15rmmac7g&line=0&file_id=53de3301b0fb4d0f8180981a4200a53f&sign=1956df038ffea8127b082e80f6d100e3&is_play_url=1&source=PackSourceEnum_FEED
¶«¶«°®½¡Éí,5.154s,ĞØĞÍÒªÏëºÃ¿´£¡ÉÏÖĞÏÂ×óÓÒ¶¼ÒªÁ·#¸©ÎÔ³Å #Í½ÊÖ½¡Éí @DOU+Ğ¡ÖúÊÖ,35371,2992,4859,380,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c69n8abc77u5snh1vho0&line=0&file_id=c4d93f5dc41a4d3087b59f700528c84c&sign=53daa02d077c61cd26f36164b9f7fb49&is_play_url=1&source=PackSourceEnum_FEED
ÔµÓîÏãÌÃ,8.265s,ºÃÅóÓÑÓĞºÃ¶«Î÷Òª·ÖÏí ÅóÓÑ Ò»Æğ³ÔshiÀ² #ÇïÌìµÄÊÁ×Ó,163744,73219,2140,40991,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c61qnfjc77u5mo1uvp0g&line=0&file_id=6a0e341da4e94dd193b0c9b82c584ada&sign=38de1fbe0e1ebc951e7c7c4d599bc8e4&is_play_url=1&source=PackSourceEnum_FEED
ÍõÒ»²©-,20.134s,ÊµÕ½¼¼ÇÉ£¬¿èÏÂÀ­»Ø#ÀºÇòĞèÒª³Áµí,12134,454,1040,60,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6174arc77ubp9icnrqg&line=0&file_id=6dcdbbff86f44a5faabb3c9bc112cfbe&sign=644def389d6ed54c4a2f1079faf384ce&is_play_url=1&source=PackSourceEnum_FEED
çÛ½ã³±Í¼,8.29s,Õâ²ÅÊÇ³ÉÊì´óÀĞ¸ÃÓÃµÄÍ·Ïñ#ÓÅÖÊÄĞÍ· #ÓÅÖÊÍ·Ïñ #Í·Ïñ #°µºÚÏµ  @DOU+Ğ¡ÖúÊÖ,29075,4184,3149,525,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c61u7bjc77u85j0o23m0&line=0&file_id=c512fa4a100a40888c214f94e208734b&sign=236575a4037fbb5525711257d555f762&is_play_url=1&source=PackSourceEnum_FEED
ÌÀÄ·´ó´ó,11.563s,"·¢¸øÏ²»¶³é??µÄÄĞÅóÓÑ #°¬ÌØÄãÏë°¬ÌØµÄÈË È¡#±íÇé°ü ¶¶Òô ËÑ""ÉÁÃÈ±íÇé""½øÈëºóËÑ""ÌÀÄ·´ó´ó""È¢Í¼#Ã¨ºÍÀÏÊó",44362,15554,1744,15042,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6dnh3jc77u95bua1l20&line=0&file_id=636add61cbe44d838639afebc5b2f642&sign=952a64f91f48447a919be01cbc4cffb1&is_play_url=1&source=PackSourceEnum_FEED
Í½ÊÖĞ¡Ğ¡ĞË,21.434s,Ò»¸ö¼òµ¥¼òµ¥´Ö±©µÄÌßÔÂÍÈ½ÌÑ§£¡£¡£¡#¸É»õ #ÌØ¼¼ #¿Õ·­ #½¡Éí,5812,283,462,40,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c636qi3c77u0iam8thpg&line=0&file_id=7088fc5479764734a63f07f8a4d62f61&sign=52c6659ab94eed206e66b1d3b3bf54ea&is_play_url=1&source=PackSourceEnum_FEED
´óÊ¦ĞÖ,7.058s,#ÅÜ×Ë Òª¿ÆÑ§£¬¿ÉÒÔ±ÜÃâËğÉË£¬ÏëÒªÎŞÉËÅÜ£¬Õâ¼¸µãÕıÈ·ÅÜ×ËÒªµãÁ·ÆğÀ´£¡#¿ÆÑ§ÅÜ²½ @¶¶ÒôĞ¡ÖúÊÖ,40796,2476,1517,1232,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c5tsfdjc77u2382n05lg&line=0&file_id=1e52ff120e974928bb29a547930bcd4a&sign=fbf7727e8ac7bd2bdc5104097e5b2ff7&is_play_url=1&source=PackSourceEnum_FEED
ÓóÍ·,8.869s,¡°ÎÒÃÇºÃÏñÊÇÒ»¸ö¶ÓµÄ°É¡±,152875,24936,2071,10407,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6fq9f3c77udl95j4rh0&line=0&file_id=f98d30265d0940eebd6d47b7b4c71838&sign=1d2dabd6337e5944e024223d91939bc1&is_play_url=1&source=PackSourceEnum_FEED
ÃÀÊ½ÀºÇòÓªµØ,9.962s,ÄÇÒ»¿Ì£¬slim¾ÍÊÇ¹â#ÓÃÀºÇò±í´ïĞÄÇé #¿ÛÀº ,126445,3551,1245,1856,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6d1chrc77ubreudtkj0&line=0&file_id=f62ab347adc4407d842a3844e696b6a9&sign=40038e915d0a01497c5e2ad1d978d85d&is_play_url=1&source=PackSourceEnum_FEED
æÃæÃÅåÓñ,11.332s,"½ã½ã£¬½ã·ò£¬ÄãÀ´¿´¿´Õâ¸ö·½·¨ ""ÕªÊÖïí ""ôä´ä",148905,1597,0,5943,https://www.douyin.com/aweme/v1/play/?video_id=v0d00cg10000c62if4rc77u8g0pc6l50&line=0&file_id=c5592db0b4c84b00aa4f2145bd5775a3&sign=69ba8a78087fad86c3ef96673b830a06&is_play_url=1&source=PackSourceEnum_FEED
±¦°Ö_ÉãÓ°,15.138s,×î½ü³¬»ğµÄÈÕÏµÄÌÓÍ·çµ÷É«½Ì³ÌÀ´ÁË£¬³¬ÖÎÓú¡«#ĞÑÍ¼ #µ÷É«½Ì³Ì #PÍ¼½Ì³Ì,21566,984,2453,147,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6cbd0bc77uat7vi5co0&line=0&file_id=da1f769a12524d6284ba31b2aa56d343&sign=61ac0e1240780fcab23f5d5cf6d25c7c&is_play_url=1&source=PackSourceEnum_FEED
ÁõËÉºÍ10,18.366s,Ã»Ìì¸³¾Í°ÑÖĞ¾àÀëÁ·µ½¼«ÖÂ#¸É°ÎÌøÍ¶ #ÂóµÏ,167231,7015,3336,6021,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c5u3503c77u0g9uoog6g&line=0&file_id=299ecb46cb034301a99789fb3a58baa8&sign=daa40871d28fe6041620fa4f2178c098&is_play_url=1&source=PackSourceEnum_FEED
CCK CAR?,17.507s,±ğÈËËæ±ã·¢¸öºÚË¿µãÔŞÄÇÃ´¶à  Õâ²¨²»Òª¶à  Äú¸ø5¸öÔŞÎÒ¾ÍÂú×ã ?? #supra #Æ¯ÒÆ,32047,1676,417,554,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6dippjc77u430eov620&line=0&file_id=49ddb79958f94ff3a51e730fc1da9f51&sign=766dbeb6b0ce4f0d1f848812211a8ec8&is_play_url=1&source=PackSourceEnum_FEED
ÎÒÊÇĞ¡Àî.,9.358s,ĞìÖİ»áºÃµÄ£¡ĞìÖİ¼ÓÓÍ£¡#ĞìÖİ #ĞìÖİ¼ÓÓÍ #Ãû³ÇĞìÖİ #Ò½»¤ÈËÔ±¼ÓÓÍ #»¤Ê¿ #»¤Ê¿¶®»¤Ê¿ ,185899,10631,1934,8458,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6ftjabc77u2i38h2qjg&line=0&file_id=3108311dcb2142ef914256fa95d9f993&sign=c4d3fb07b6211111d7ef040585122d1d&is_play_url=1&source=PackSourceEnum_FEED
²«»÷°¢k,7.894s,#²«»÷ #¿Õ»÷ÑµÁ· #È­»÷ Ò»²½²½¸ú×Å×ö£¬Ã¿ÌìÒ»Ğ¡Ê±ÄãÒ²¿ÉÒÔ¡£ÄãÒªÈ¥¿ØÖÆ×Ô¼ºµÄÉíÌå£¬¶ø²»ÊÇÈÃÉíÌå¿ØÖÆÄã#ÉÏÈÈÃÅ  @DOU+Ğ¡ÖúÊÖ,48370,6688,5367,627,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6b6j3jc77u7p0lbjg00&line=0&file_id=f2b5c03710f74de980b68a7d09602aaf&sign=30eef7b2f98427e4bf3fb94543d768c9&is_play_url=1&source=PackSourceEnum_FEED
ÀÕ²¼ÀÊ¡¤Õ²Ä·Ë¹ÖĞÎÄÍø,17.089s,¡°×î Ë§ Çì ×£ ¶¯ ×÷ ??¡± #Õ²Ä·Ë¹,526520,13119,7262,6718,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6agd6bc77u061te0jq0&line=0&file_id=8dae06e4d0ce46ef903dfb9bb2453acb&sign=ab23a12a61bd358c09052a83b3652992&is_play_url=1&source=PackSourceEnum_FEED
ÆßÉñ£¨ÀøÖ¾ÓïÂ¼£©ÊÕÍ½ÖĞ??,13.05s,ÊÕ²ØÆğÀ´°È£¬Ã÷ÄêÔÙ»ØÀ´¿´¿´£¬¿´¿´ÎÒÆş¶ÔÁËÃ»  #Çé¸Ğ #Ô¸ĞÒÔËÁô¸øÔ½À´Ô½Å¬Á¦µÄÈË #Ç¬À¤Î´¶¨ÄãÎÒ½ÔÊÇºÚÂí #ÎÄ×ÖÊÓÆµ #ÏÖÊµÓïÂ¼ #ÎÒÒªÉÏÈÈÃÅ #²»ÈÏÃü¾ÍÆ´Ãü #²ÊºçÄĞº¢ #×ÜÓĞÒ»¾ä»°´ÁĞÄ #½ñÈÕÈÈÃÅÎÄ°¸ #ÄãÓĞ¹ÊÊÂÂğ #Ô¸ĞÒÔËÁô¸øÔ½À´Ô½Å¬Á¦µÄÈË #ÎÄ×ÖËØ²Ä #Ô¸ÄãÓöµ½µÄÈË¶¼ÊÇÎÂÅ¯µÄ #Çé¸ĞÓïÂ¼ÉÏÈÈÃÅ #¹ÊÊÂºÜ³¤ #Çé¸Ğ #Ô¸ÄãÈ«Á¦ÒÔ¸°²»ÁôÒÅº¶ #Ã¿¸öÈË¶¼ÓĞ×Ô¼ºµÄ¹ÊÊÂ #ËùÓĞÊ§È¥µÄ¶¼»áÒÔÁíÒ»ÖÖ·½Ê½¹éÀ´ @DOU+Ğ¡ÖúÊÖ @¶¶Òô¹ã¸æÖúÊÖ @¶¶ÒôĞ¡ÖúÊÖ ,32311,2956,7667,484,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6dn0brc77u8lkb7kak0&line=0&file_id=b907156615714fbb959a286f2e4820cc&sign=4e765e1a8b0f9f13688604d8af7d8d8a&is_play_url=1&source=PackSourceEnum_FEED
ÑşÉ½Çé,17.206s,"´øÄã×ß½ø¹ğÆ½ÃÉÛ×¹ú¼Ê»ú³¡,À´Ò»´Î¼ÒÃÅ¿ÚµÄ·ÉĞĞ,·ÉÍùÄãÏëÈ¥µÄµØ·½,ÊÀ½çÃÀ¾°¾¡ÊÕÑÛµ×",1342,197,42,482,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6fcb43c77ue4943lc40&line=0&file_id=500709ae67a14bdfb8d8fef7d0714201&sign=f1a04554727896d583fd46d6fd093245&is_play_url=1&source=PackSourceEnum_FEED
½­Î÷ÖĞÒ½Ò©¸ß×¨ÍÅÎ¯,10.541s,#ÔË¶¯»á #Ìø¸ß ÔË¶¯»áÉÏµÄËûÃÇ¶¼ÊÇÓ¢×ËìªË¬,241455,4343,2746,9474,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c5sia3rc77u8eljm2o00&line=0&file_id=fd99a003a9f6463a936afca0b324c1e2&sign=5cb34ab42eb9ef38fd5295d2da5cf24d&is_play_url=1&source=PackSourceEnum_FEED
ÎÚ¶û¿Æ¸ç¸ç,7.431s,#ÓãÃñµÄÉú»î #´ó×ÔÈ»µÄÀ¡Ôù #±ùÉÏÔË¶¯ ²é¸Éºş¶¬²¶ÏÖ³¡´ó±¬Íø,333777,25699,9756,12681,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c6dodv3c77u43lfjp91g&line=0&file_id=100a86f450174ebf985b330f50f887a3&sign=7269a564e6b78ec10aa1774b24ae25e1&is_play_url=1&source=PackSourceEnum_FEED
EricĞíÌÎ,33.575s,Á·µÄ×¼£¬´òÆğÀ´²»×¼£¿ÄãÓĞ¿¼ÂÇ¹ıÊÇ·½·¨ÎÊÌâÂğ£¿¼ç¹Ø½ÚÎÈ¶¨ĞÔÖ±½Ó¹ØºõÄãµÄÍ¶ÀºÎÈ¶¨£¡#ÌÎ¸çÑµÁ·  #Í¶Àº,40319,2232,4803,444,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c63t44rc77u01e4bcdtg&line=0&file_id=2534f0335ac1493c9e1686c406841fc0&sign=3a541c28c58cc8a80905379608cb4d9c&is_play_url=1&source=PackSourceEnum_FEED
Àº×Ó,7.268s,´ó¼ÒºÃ ÎÒÓªÑø²»Á¼ ,48063,11385,365,9186,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c69t493c77uc657c3ptg&line=0&file_id=ca6c45160ba8470bb7f4cea701aae630&sign=44416fef13da5fbe4e49579e6504516c&is_play_url=1&source=PackSourceEnum_FEED
¹ğÆ½¹«°²,17.167s,½»¾¯Ò¹²éĞĞ¶¯ÖĞ£¬¹ğÆ½176Ö»¡°¾ÆÃ¨¡±ÂäÍø£¡@°Ë¹ğ¾¯ÊÂ @DOU+Ğ¡ÖúÊÖ,511,153,8,32,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c6afevrc77u49he8d2cg&line=0&file_id=c662fff30a8b480d817f0eee9d74fe03&sign=bc449d465761e3717a52e3f6be5ea496&is_play_url=1&source=PackSourceEnum_FEED
ËùÎ½ÊÀË×,20.734s,ÈÕ±¾µÄ»®Ïß³Ë·¨ºÍÖĞ¹úµÄËã·¨£¬Äã¸Ğ¾õÄÄ¸ö¼òµ¥¡£,2003,71,93,368,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6ac6rbc77uaoru76afg&line=0&file_id=f6203432447c44e8be6b6442d30d4f8a&sign=e8d49765a90506a28801a6b94bbdafdb&is_play_url=1&source=PackSourceEnum_FEED
³şÇÇºÃÎï,15.186s,,579795,55231,34150,12015,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c5suvjbc77u61mq2liu0&line=0&file_id=0d974d15ecf84e51ba1a546146c81103&sign=6db67b1f58e3b729786b2a9b9d68669f&is_play_url=1&source=PackSourceEnum_FEED
Ê¯¼Ò×¯ÌåÓı-È«³ÇÈÈÁ·,34.459s,½ñÌì5Ãë½Ì»á´ó¼ÒÓğÃ«ÇòÉ±ÇòµÄ×î¼ÑÊ±»ú#ÓğÃ«Çò #ÓğÃ«Çò½ÌÑ§ #É±Çò #ÓğÃ«Çò¿ÛÉ± @¶¶ÒôĞ¡ÖúÊÖ @DOU+Ğ¡ÖúÊÖ ,2273,93,89,70,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c671lfbc77u3jq7qu3jg&line=0&file_id=ca73c56668b544dab5f5ac3dfe425873&sign=1b826a09e4c0d2041de3247d061e6c23&is_play_url=1&source=PackSourceEnum_FEED
BILive_ÀºÇòÑµÁ·,11.841s,±³ºó¼±Í£ÏÎ½Ó×ªÉíÉÏÀº£¬×¢ÒâÀ­»ØµÄ¾àÀëÒªÔ¶£¬×ªÉíÖØĞÄÒªµÍ#biliveÀºÇòÑµÁ·,46669,2821,4376,415,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c5sjokrc77u996ff4bog&line=0&file_id=5d39c9c9185e4359bc4e8596917619c8&sign=6daa144d4ff30ea1a81edd9e6f048db8&is_play_url=1&source=PackSourceEnum_FEED
·Ê×ĞËµ¾ç,54.362s,Ã·ÈüµÂË¹±¼³Û   °¢·²´ï£¬ÕâÑùµÄ³µÄãÏ²»¶Âğ#¸ÅÄî³µ #Î´À´¿Æ¼¼ ,569062,83037,14654,29891,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6dsh13c77uafhvu9f7g&line=0&file_id=e2cb451fbcc24ca4b18868e7cd4fccdd&sign=7512d4a234bf5d56ac32c1cdc7d2cebb&is_play_url=1&source=PackSourceEnum_FEED
°àĞ¡Æâ,22.199s,ÆäÖĞÓĞÃ»ÓĞÄãÄØ#ÉêÇëÉÏÈÈÃÅ ,122822,11065,5286,10494,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c60gd2bc77u3odu27sn0&line=0&file_id=69f8674a950847afb5751a7d9c5e0164&sign=3577e2969af1195964d10dc8e5722b59&is_play_url=1&source=PackSourceEnum_FEED
ATOW&DUNK??,11.098s,¡°ÎÒ×î´óµÄÔ¸Íû¾ÍÊÇÉí±ßµÄÈË¿ÉÒÔÆ½°²Ï²ÀÖ£¬ÖÁÓÚ¸üºÃµÄÎïÖÊÉú»îÒ²Ö»ÊÇ½õÉÏÌí»¨°ÕÁË¡±#°¢ÌÕ±Ê¼Ç #µ¯Ìø,182074,4286,2408,1963,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6ce1kbc77u8r60gr5bg&line=0&file_id=98f5c52f22cf4ae6b0b650686882bfed&sign=c05ca0213722f0a59af425d45b861a37&is_play_url=1&source=PackSourceEnum_FEED
ÃÀÀöÕã½­,13.166s,¡°±ğÅÂ£¬ÎÒÃÇÀ´ÁË£¡¡±¡°²»ÅÂ£¬ÓĞÄãÃÇÔÚ£¡¡±£¨¹©¸å£ºÇ®½­ÊÓÆµ£©#º¼Öİ¼ÓÓÍ #Õã½­douÖªµÀ ,1003829,51132,17077,26276,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c6fqaf3c77uam5nnhr0g&line=0&file_id=e49d170917e24da1ace29ad655ea4602&sign=8b93c23242a72837515f17538e5b44da&is_play_url=1&source=PackSourceEnum_FEED
stars.^^,4.644s,²»½üÊÓµÄÈËÓÀÔ¶²»¶®½üÊÓÈËµÄÍ´#½üÊÓÑÛµÄÊÀ½ç ,185321,2049,3984,5490,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c61rhcrc77ucu2a7tp10&line=0&file_id=f363bba20b35432d817f0cdddc52c235&sign=e1b2c023bf8f5796fb3da6099b949a37&is_play_url=1&source=PackSourceEnum_FEED
Âæ½ÌÁ·??,9.635s,¡°±ğÏëÌ«¶à£¬¿ìÀÖ³öÏÖµÄÊ±ºò ¾ÍºÃºÃÏíÊÜ¿ìÀÖ??¡±#ÀºÇò½ÌÑ§ #ÓÃÀºÇò±í´ïĞÄÇé @DOU+Ğ¡ÖúÊÖ,277440,11811,14193,5150,https://www.douyin.com/aweme/v1/play/?video_id=v0d00fg10000c5vtgdbc77udcvisptv0&line=0&file_id=5082bccfb54c426db1b43ea290768fda&sign=01e95001587519b7fe127a0a91b4a7aa&is_play_url=1&source=PackSourceEnum_FEED
ÌÇÃÀÀö,17.089s,³¬¼òµ¥µÄÈÕ³£ºüÀêÑÛ×±¡£¿´Ò»±é²»»á¶à¿´Á½±é¾Í»áÁË¡£#ÃÀ×±,1382649,143548,113113,62802,https://www.douyin.com/aweme/v1/play/?video_id=v0200fg10000c67mpejc77uc8e50kp90&line=0&file_id=0e116dd6dfcb42a98ea01ee782635ce7&sign=f61809aa9a37f39ccc8afb45f2c777c4&is_play_url=1&source=PackSourceEnum_FEED
Ğ¡ÌÒ×Ó??¡¾ÉÌÆ·ÔÚ³÷´°¡¿??,10.285s,#ÊµÓÃĞ¡ÃëÕĞ #Éú»îÇÏÃÅ #Ğ¡ÃîÕĞ #ºÃÎïÍÆ¼ö,3014,781,279,106,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c61sb83c77u5d4ejhahg&line=0&file_id=cc38f7deef884e3e81845037e08fa1f4&sign=dfba13502cd8739cc7b9254519ec4031&is_play_url=1&source=PackSourceEnum_FEED
ÈÎ½ÌÁ·£¨ÇàÉÙ¶ùÌåÄÜ£©,18.97s,#±±¾©ÈÎ½ÌÁ· #Ò»ÆğÀ´¶ÍÁ¶ ÕâËÄ¸ö¶¯×÷   ÖúÁ¦º¢×Ó¹Ç÷ÀÉú³¤,67935,4404,7811,1003,https://www.douyin.com/aweme/v1/play/?video_id=v0300fg10000c66fl8rc77u19kqh45cg&line=0&file_id=a6ea8c1449514338a85d477c188380b4&sign=29194aab97b192d37373b4be708f0a61&is_play_url=1&source=PackSourceEnum_FEED
